BTC Address,Signer Key,Total uSTX,Stacker
bc1q2efqxgdyn2ffanuvsf8m62t400pyfjs2unx8dc,0321129d7a3e14cce66abef68b9a3d31d998f14e9a18b09d66aa1110fc604a3b1f,4049000000000,SP3573HMB9SPCTMT85YS85KEPYCX33E6MZGQ5QB2A
1DJKJGApgX4W8BSQ8FRPLqX78UaCskT4r2,02a89cb3164d3dabcb5cf8796bfc28b91fade8c71a64b5a76d94e79cd27cfa8895,10000000000000,SP1Y7GTHNJ1XWZYPP5WDGSNVAE9H5M4M2ADBG9C33
bc1qmg39xj6gk09auqkhetea4lce724pqz9jvx28c9,03e0df37e83e43847625a0320456cb9758050a61ce76c2c130bf50242f27ba6d54,360000000000,
bc1q7gdkrywfshuswl8sl9wu664euztvr6lc0xv4ej,0284df4505c6318a0017a7848aa0a95bf8cd3db697a89d2ec1978a027bece770ef,220000000000,SP19GVF5057ASZG9STEDDGSKT73CMKVCSYGN6V11Z
13hay8FrD13ceUJLHLBdXe4g5Ze3xkRssW,022150d4ea6dc60e75e162455553a92adea0a0f3000c192cc55d0bffed22c0a8e0,540001926801,
31yuSoYmpkV5TDxuMh2GUfchJFef4kHyus,02c770af1c0316b42d50bb2f7720f473a7393a53878a212f1f573b23b8fecc1b35,9030475000000,SP22XRPKA10DCQA77EFB596AKYTH042P1FZH0BMQZ
1PSnCwZ7hhmEin5dHHjjz4JPGEXGsLkaqW,03cd46fbbdc76f8576c12f8a07832ad48dd460faf27a9b7c277cd2d2fe411e998d,200000000000,SP13CM9QN6J23B6T6415SC0T8JQZ3YADPD1TJ27WZ
bc1qwp0le42pd3dfw4k0g8td470zhrs35srlx4s7yslgfjul6cxz6cgqyw9hls,03e4db4993943d3c8c50d59a22cee3d36be5fbe1af0e16d23435c8362ae5ee4dda,720000000000,
bc1qxf5ephyanvpxe593a3kg36cx0k92dq3yua46n2,039dc5297b92c1f6b48f4a68e180b853ff6e8188fb78422652a90b8fe14941adce,1499998000000,
bc1qjap5zdtnrmkch3gwt68t48wtptm5e3hx2fyg6x,03bbbe587de8a76343bb9cd4233b3b60962a2ff54677dc564a704c8578a67aa582,8451226057477,
